Vardas                Pavarde               ND1       ND2       ND3       ND4       ND5       Egz.      
Vardas7489            Pavarde7489           3         0         9         7         4         0         
Vardas7490            Pavarde7490           5         10        7         2         6         4         
Vardas7491            Pavarde7491           10        8         7         2         6         5         
Vardas7492            Pavarde7492           4         0         6         4         4         2         
Vardas7493            Pavarde7493           9         4         0         8         8         1         
Vardas7494            Pavarde7494           1         2         9         10        2         4         
Vardas7495            Pavarde7495           9         5         1         2         8         4         
Vardas7496            Pavarde7496           1         8         9         5         1         2         
Vardas7497            Pavarde7497           8         1         5         0         4         1         
Vardas7498            Pavarde7498           1         5         3         0         1         6         
Vardas7499            Pavarde7499           7         9         3         5         4         9         
Vardas7500            Pavarde7500           3         10        8         7         9         3         
Vardas7501            Pavarde7501           10        9         6         6         9         10        
Vardas7502            Pavarde7502           7         0         3         7         3         1         
Vardas7503            Pavarde7503           2         5         6         5         4         7         
Vardas7504            Pavarde7504           8         0         6         8         2         1         
Vardas7505            Pavarde7505           2         3         10        9         8         4         
Vardas7506            Pavarde7506           4         5         7         10        3         1         
Vardas7507            Pavarde7507           7         8         5         2         9         5         
Vardas7508            Pavarde7508           6         8         9         3         0         3         
Vardas7509            Pavarde7509           4         5         4         8         8         3         
Vardas7510            Pavarde7510           8         7         10        8         5         10        
Vardas7511            Pavarde7511           5         6         4         9         8         2         
Vardas7512            Pavarde7512           1         8         2         9         4         5         
Vardas7513            Pavarde7513           2         2         4         8         9         10        
Vardas7514            Pavarde7514           2         6         1         9         0         8         
Vardas7515            Pavarde7515           4         7         9         6         10        8         
Vardas7516            Pavarde7516           6         10        7         5         3         6         
Vardas7517            Pavarde7517           0         7         2         7         3         6         
Vardas7518            Pavarde7518           6         3         1         6         10        8         
Vardas7519            Pavarde7519           2         10        3         4         10        10        
Vardas7520            Pavarde7520           1         10        1         7         1         1         
Vardas7521            Pavarde7521           2         2         5         2         2         5         
Vardas7522            Pavarde7522           4         7         7         3         0         3         
Vardas7523            Pavarde7523           10        4         3         5         10        6         
Vardas7524            Pavarde7524           1         5         7         2         0         5         
Vardas7525            Pavarde7525           0         8         1         7         6         8         
Vardas7526            Pavarde7526           2         6         3         4         3         7         
Vardas7527            Pavarde7527           0         2         8         5         4         4         
Vardas7528            Pavarde7528           6         6         2         9         1         4         
Vardas7529            Pavarde7529           4         4         10        3         4         6         
Vardas7530            Pavarde7530           8         7         9         10        1         7         
Vardas7531            Pavarde7531           2         5         6         4         3         5         
Vardas7532            Pavarde7532           0         7         2         2         6         5         
Vardas7533            Pavarde7533           6         6         9         0         5         0         
Vardas7534            Pavarde7534           5         7         0         7         9         10        
Vardas7535            Pavarde7535           4         4         1         6         7         9         
Vardas7536            Pavarde7536           5         10        9         4         3         6         
Vardas7537            Pavarde7537           0         1         5         8         10        1         
Vardas7538            Pavarde7538           5         3         5         5         4         5         
Vardas7539            Pavarde7539           10        9         4         8         7         10        
Vardas7540            Pavarde7540           5         8         10        8         1         2         
Vardas7541            Pavarde7541           3         7         1         8         4         8         
Vardas7542            Pavarde7542           5         7         7         0         3         6         
Vardas7543            Pavarde7543           4         6         2         5         5         2         
Vardas7544            Pavarde7544           2         2         10        10        0         2         
Vardas7545            Pavarde7545           0         1         9         5         3         7         
Vardas7546            Pavarde7546           1         10        1         0         8         0         
Vardas7547            Pavarde7547           8         6         3         6         2         3         
Vardas7548            Pavarde7548           1         5         9         6         5         1         
Vardas7549            Pavarde7549           9         8         5         4         10        3         
Vardas7550            Pavarde7550           1         1         5         3         7         3         
Vardas7551            Pavarde7551           8         7         9         9         0         7         
Vardas7552            Pavarde7552           0         1         10        3         2         6         
Vardas7553            Pavarde7553           2         1         1         10        10        6         
Vardas7554            Pavarde7554           4         0         4         6         7         9         
Vardas7555            Pavarde7555           7         3         5         4         7         9         
Vardas7556            Pavarde7556           6         8         9         1         2         1         
Vardas7557            Pavarde7557           8         7         5         7         1         6         
Vardas7558            Pavarde7558           0         9         7         8         6         4         
Vardas7559            Pavarde7559           1         6         2         3         4         3         
Vardas7560            Pavarde7560           8         9         7         7         6         10        
Vardas7561            Pavarde7561           0         2         5         2         1         1         
Vardas7562            Pavarde7562           10        8         5         2         4         0         
Vardas7563            Pavarde7563           5         2         3         5         4         0         
Vardas7564            Pavarde7564           5         1         9         7         10        5         
Vardas7565            Pavarde7565           9         9         0         2         8         5         
Vardas7566            Pavarde7566           9         5         5         2         1         1         
Vardas7567            Pavarde7567           3         2         2         0         8         8         
Vardas7568            Pavarde7568           10        10        3         2         2         4         
Vardas7569            Pavarde7569           7         9         9         5         0         3         
Vardas7570            Pavarde7570           8         7         5         1         0         10        
Vardas7571            Pavarde7571           8         3         4         10        8         9         
Vardas7572            Pavarde7572           2         7         1         1         5         8         
Vardas7573            Pavarde7573           2         9         1         6         1         1         
Vardas7574            Pavarde7574           9         9         3         2         2         9         
Vardas7575            Pavarde7575           3         0         1         3         3         5         
Vardas7576            Pavarde7576           8         10        8         10        4         9         
Vardas7577            Pavarde7577           10        3         9         3         5         10        
Vardas7578            Pavarde7578           1         1         6         6         0         6         
Vardas7579            Pavarde7579           2         0         3         7         9         4         
Vardas7580            Pavarde7580           5         6         7         7         7         5         
Vardas7581            Pavarde7581           0         3         5         3         6         8         
Vardas7582            Pavarde7582           9         4         9         0         7         2         
Vardas7583            Pavarde7583           3         4         10        0         6         9         
Vardas7584            Pavarde7584           0         2         4         0         4         10        
Vardas7585            Pavarde7585           3         1         6         9         1         1         
Vardas7586            Pavarde7586           9         7         0         6         7         7         
Vardas7587            Pavarde7587           5         4         4         9         10        7         
Vardas7588            Pavarde7588           4         7         5         5         7         5         
Vardas7589            Pavarde7589           2         1         9         10        2         9         
Vardas7590            Pavarde7590           9         6         5         9         3         8         
Vardas7591            Pavarde7591           8         10        0         7         4         9         
Vardas7592            Pavarde7592           6         0         7         8         6         0         
Vardas7593            Pavarde7593           0         10        2         9         3         4         
Vardas7594            Pavarde7594           2         4         4         10        9         9         
Vardas7595            Pavarde7595           6         9         2         6         4         8         
Vardas7596            Pavarde7596           2         8         7         1         2         1         
Vardas7597            Pavarde7597           5         6         2         1         6         7         
Vardas7598            Pavarde7598           1         7         7         0         7         9         
Vardas7599            Pavarde7599           10        0         1         6         4         10        
Vardas7600            Pavarde7600           3         6         2         0         8         6         
Vardas7601            Pavarde7601           1         0         8         8         2         9         
Vardas7602            Pavarde7602           3         8         6         9         6         7         
Vardas7603            Pavarde7603           6         5         0         4         1         3         
Vardas7604            Pavarde7604           7         10        8         4         5         10        
Vardas7605            Pavarde7605           0         1         1         1         2         3         
Vardas7606            Pavarde7606           7         7         1         10        2         1         
Vardas7607            Pavarde7607           7         6         2         9         3         6         
Vardas7608            Pavarde7608           3         6         1         6         8         7         
Vardas7609            Pavarde7609           0         1         3         2         2         10        
Vardas7610            Pavarde7610           10        4         10        7         5         8         
Vardas7611            Pavarde7611           5         4         2         5         3         1         
Vardas7612            Pavarde7612           8         7         7         8         7         4         
Vardas7613            Pavarde7613           10        2         0         4         9         7         
Vardas7614            Pavarde7614           9         1         10        3         4         8         
Vardas7615            Pavarde7615           7         10        2         6         1         1         
Vardas7616            Pavarde7616           10        8         3         4         0         0         
Vardas7617            Pavarde7617           2         6         5         8         6         5         
Vardas7618            Pavarde7618           10        5         4         0         3         9         
Vardas7619            Pavarde7619           4         7         5         2         5         8         
Vardas7620            Pavarde7620           5         6         8         3         4         5         
Vardas7621            Pavarde7621           4         0         4         1         10        5         
Vardas7622            Pavarde7622           1         9         4         2         0         1         
Vardas7623            Pavarde7623           2         7         5         0         3         3         
Vardas7624            Pavarde7624           1         6         7         7         2         5         
Vardas7625            Pavarde7625           4         7         0         7         2         6         
Vardas7626            Pavarde7626           2         4         10        1         9         3         
Vardas7627            Pavarde7627           7         1         10        9         4         4         
Vardas7628            Pavarde7628           0         10        1         6         5         0         
Vardas7629            Pavarde7629           7         2         10        3         6         10        
Vardas7630            Pavarde7630           5         4         8         5         7         0         
Vardas7631            Pavarde7631           10        3         2         6         9         7         
Vardas7632            Pavarde7632           10        0         10        10        10        6         
Vardas7633            Pavarde7633           9         6         1         2         2         7         
Vardas7634            Pavarde7634           10        5         2         7         5         6         
Vardas7635            Pavarde7635           0         2         9         5         2         7         
Vardas7636            Pavarde7636           1         9         6         5         9         3         
Vardas7637            Pavarde7637           3         8         8         7         3         1         
Vardas7638            Pavarde7638           4         8         6         4         7         9         
Vardas7639            Pavarde7639           5         8         7         3         2         5         
Vardas7640            Pavarde7640           8         9         0         10        3         9         
Vardas7641            Pavarde7641           1         2         9         6         3         0         
Vardas7642            Pavarde7642           6         5         9         1         3         1         
Vardas7643            Pavarde7643           4         3         5         0         2         10        
Vardas7644            Pavarde7644           8         7         10        7         6         2         
Vardas7645            Pavarde7645           5         8         4         8         9         5         
Vardas7646            Pavarde7646           0         1         5         1         4         5         
Vardas7647            Pavarde7647           0         4         3         5         7         2         
Vardas7648            Pavarde7648           2         3         10        4         0         0         
Vardas7649            Pavarde7649           0         2         7         7         7         7         
Vardas7650            Pavarde7650           10        2         6         8         8         7         
Vardas7651            Pavarde7651           9         7         8         5         6         5         
Vardas7652            Pavarde7652           8         4         1         9         0         0         
Vardas7653            Pavarde7653           3         2         6         5         7         6         
Vardas7654            Pavarde7654           0         1         10        8         10        7         
Vardas7655            Pavarde7655           10        0         3         0         6         2         
Vardas7656            Pavarde7656           2         3         2         3         4         4         
Vardas7657            Pavarde7657           8         0         2         10        7         5         
Vardas7658            Pavarde7658           7         5         6         1         3         4         
Vardas7659            Pavarde7659           7         8         1         2         0         0         
Vardas7660            Pavarde7660           5         4         10        3         10        5         
Vardas7661            Pavarde7661           0         10        1         9         5         7         
Vardas7662            Pavarde7662           5         0         4         3         4         1         
Vardas7663            Pavarde7663           1         10        8         7         9         5         
Vardas7664            Pavarde7664           3         10        7         9         6         4         
Vardas7665            Pavarde7665           5         9         9         8         1         4         
Vardas7666            Pavarde7666           9         2         3         7         2         9         
Vardas7667            Pavarde7667           2         10        4         7         0         3         
Vardas7668            Pavarde7668           3         6         8         5         0         8         
Vardas7669            Pavarde7669           3         8         5         1         0         3         
Vardas7670            Pavarde7670           10        6         8         3         6         4         
Vardas7671            Pavarde7671           0         4         0         2         1         7         
Vardas7672            Pavarde7672           9         5         9         10        3         4         
Vardas7673            Pavarde7673           5         1         4         2         4         4         
Vardas7674            Pavarde7674           6         6         6         8         1         8         
Vardas7675            Pavarde7675           8         2         4         8         2         6         
Vardas7676            Pavarde7676           7         1         2         3         2         8         
Vardas7677            Pavarde7677           1         5         1         2         6         1         
Vardas7678            Pavarde7678           5         6         1         1         1         5         
Vardas7679            Pavarde7679           3         5         8         0         9         6         
Vardas7680            Pavarde7680           8         6         1         6         9         8         
Vardas7681            Pavarde7681           4         1         5         6         3         9         
Vardas7682            Pavarde7682           10        0         1         8         2         5         
Vardas7683            Pavarde7683           7         8         9         1         0         9         
Vardas7684            Pavarde7684           8         3         6         4         6         0         
Vardas7685            Pavarde7685           9         5         5         6         7         0         
Vardas7686            Pavarde7686           3         6         8         8         7         4         
Vardas7687            Pavarde7687           2         4         8         1         10        2         
Vardas7688            Pavarde7688           0         4         5         0         1         5         
Vardas7689            Pavarde7689           10        0         5         2         8         4         
Vardas7690            Pavarde7690           9         6         2         9         7         3         
Vardas7691            Pavarde7691           8         8         4         10        2         3         
Vardas7692            Pavarde7692           5         2         6         3         0         10        
Vardas7693            Pavarde7693           8         0         2         1         9         5         
Vardas7694            Pavarde7694           0         4         0         10        1         8         
Vardas7695            Pavarde7695           0         3         4         2         10        6         
Vardas7696            Pavarde7696           9         6         10        0         8         9         
Vardas7697            Pavarde7697           5         9         1         8         6         2         
Vardas7698            Pavarde7698           8         10        2         5         6         1         
Vardas7699            Pavarde7699           9         6         0         2         0         6         
Vardas7700            Pavarde7700           8         7         1         1         7         10        
Vardas7701            Pavarde7701           4         4         2         0         10        5         
Vardas7702            Pavarde7702           7         9         4         8         2         5         
Vardas7703            Pavarde7703           1         8         1         7         9         2         
Vardas7704            Pavarde7704           3         4         9         5         4         7         
Vardas7705            Pavarde7705           7         5         6         4         2         2         
Vardas7706            Pavarde7706           2         4         0         5         10        4         
Vardas7707            Pavarde7707           4         8         6         9         9         7         
Vardas7708            Pavarde7708           0         9         6         3         7         7         
Vardas7709            Pavarde7709           8         9         8         1         9         10        
Vardas7710            Pavarde7710           2         0         7         3         5         4         
Vardas7711            Pavarde7711           8         6         1         6         7         1         
Vardas7712            Pavarde7712           9         4         3         10        4         5         
Vardas7713            Pavarde7713           2         2         10        5         9         9         
Vardas7714            Pavarde7714           3         3         4         2         1         5         
Vardas7715            Pavarde7715           5         6         7         0         9         9         
Vardas7716            Pavarde7716           7         2         6         2         7         8         
Vardas7717            Pavarde7717           5         10        0         5         4         1         
Vardas7718            Pavarde7718           0         7         3         4         7         9         
Vardas7719            Pavarde7719           6         1         6         1         0         8         
Vardas7720            Pavarde7720           5         5         3         9         7         8         
Vardas7721            Pavarde7721           4         4         3         4         4         9         
Vardas7722            Pavarde7722           8         0         7         8         7         3         
Vardas7723            Pavarde7723           9         7         5         9         8         6         
Vardas7724            Pavarde7724           4         3         0         7         7         6         
Vardas7725            Pavarde7725           4         7         3         3         6         6         
Vardas7726            Pavarde7726           8         10        0         1         4         3         
Vardas7727            Pavarde7727           7         7         0         8         7         5         
Vardas7728            Pavarde7728           8         4         9         3         1         8         
Vardas7729            Pavarde7729           6         0         4         2         8         6         
Vardas7730            Pavarde7730           9         8         9         8         6         9         
Vardas7731            Pavarde7731           3         5         5         8         2         7         
Vardas7732            Pavarde7732           10        4         10        7         3         7         
Vardas7733            Pavarde7733           8         6         1         1         4         10        
Vardas7734            Pavarde7734           6         9         5         6         6         2         
Vardas7735            Pavarde7735           4         8         3         4         5         6         
Vardas7736            Pavarde7736           7         1         0         2         3         7         
Vardas7737            Pavarde7737           10        7         4         10        8         7         
Vardas7738            Pavarde7738           9         3         6         2         5         2         
Vardas7739            Pavarde7739           1         3         1         9         8         0         
Vardas7740            Pavarde7740           1         4         6         9         8         5         
Vardas7741            Pavarde7741           9         4         0         1         7         9         
Vardas7742            Pavarde7742           4         8         9         3         7         2         
Vardas7743            Pavarde7743           9         2         2         2         7         0         
Vardas7744            Pavarde7744           4         0         0         0         10        2         
Vardas7745            Pavarde7745           3         4         5         2         3         2         
Vardas7746            Pavarde7746           1         5         10        5         6         9         
Vardas7747            Pavarde7747           1         2         10        6         0         6         
Vardas7748            Pavarde7748           8         6         3         5         4         10        
Vardas7749            Pavarde7749           9         1         10        9         10        5         
Vardas7750            Pavarde7750           10        6         6         10        4         9         
Vardas7751            Pavarde7751           2         8         8         5         6         2         
Vardas7752            Pavarde7752           6         1         7         0         8         0         
Vardas7753            Pavarde7753           3         10        4         3         9         2         
Vardas7754            Pavarde7754           6         10        7         5         8         3         
Vardas7755            Pavarde7755           3         6         0         1         8         4         
Vardas7756            Pavarde7756           1         6         5         4         3         10        
Vardas7757            Pavarde7757           2         4         10        8         2         4         
Vardas7758            Pavarde7758           6         8         10        1         1         8         
Vardas7759            Pavarde7759           7         2         3         7         4         5         
Vardas7760            Pavarde7760           5         6         9         8         10        7         
Vardas7761            Pavarde7761           3         4         1         7         2         8         
Vardas7762            Pavarde7762           9         8         8         9         2         8         
Vardas7763            Pavarde7763           0         8         0         5         0         10        
Vardas7764            Pavarde7764           4         10        9         8         6         5         
Vardas7765            Pavarde7765           7         6         4         10        4         8         
Vardas7766            Pavarde7766           10        4         7         9         2         4         
Vardas7767            Pavarde7767           4         8         7         4         7         9         
Vardas7768            Pavarde7768           0         8         5         5         8         9         
Vardas7769            Pavarde7769           2         6         5         1         6         0         
Vardas7770            Pavarde7770           9         9         9         6         9         9         
Vardas7771            Pavarde7771           8         5         8         8         7         1         
Vardas7772            Pavarde7772           7         7         5         4         8         7         
Vardas7773            Pavarde7773           1         6         10        6         0         3         
Vardas7774            Pavarde7774           8         4         4         1         5         5         
Vardas7775            Pavarde7775           1         8         4         2         9         4         
Vardas7776            Pavarde7776           7         4         10        0         5         10        
Vardas7777            Pavarde7777           7         4         10        10        8         5         
Vardas7778            Pavarde7778           7         10        10        9         10        1         
Vardas7779            Pavarde7779           1         3         4         7         6         1         
Vardas7780            Pavarde7780           5         0         0         3         4         7         
Vardas7781            Pavarde7781           2         2         2         0         10        6         
Vardas7782            Pavarde7782           1         7         8         5         1         10        
Vardas7783            Pavarde7783           8         3         2         0         2         3         
Vardas7784            Pavarde7784           4         9         4         5         5         5         
Vardas7785            Pavarde7785           9         4         1         10        8         2         
Vardas7786            Pavarde7786           1         8         10        6         9         8         
Vardas7787            Pavarde7787           10        9         6         7         7         1         
Vardas7788            Pavarde7788           2         10        10        9         9         2         
Vardas7789            Pavarde7789           10        10        9         6         6         4         
Vardas7790            Pavarde7790           1         0         4         9         1         1         
Vardas7791            Pavarde7791           10        0         4         6         10        0         
Vardas7792            Pavarde7792           4         8         2         4         6         8         
Vardas7793            Pavarde7793           4         2         9         0         0         1         
Vardas7794            Pavarde7794           10        2         7         2         6         10        
Vardas7795            Pavarde7795           4         5         6         2         6         8         
Vardas7796            Pavarde7796           9         9         2         8         10        4         
Vardas7797            Pavarde7797           3         5         1         3         1         3         
Vardas7798            Pavarde7798           8         8         0         4         10        1         
Vardas7799            Pavarde7799           8         5         8         3         6         3         
Vardas7800            Pavarde7800           9         7         8         9         7         10        
Vardas7801            Pavarde7801           6         3         10        10        4         7         
Vardas7802            Pavarde7802           5         4         1         8         7         3         
Vardas7803            Pavarde7803           1         9         7         0         9         10        
Vardas7804            Pavarde7804           8         2         10        2         2         1         
Vardas7805            Pavarde7805           2         0         4         2         8         1         
Vardas7806            Pavarde7806           7         2         10        3         3         3         
Vardas7807            Pavarde7807           3         8         3         10        8         5         
Vardas7808            Pavarde7808           7         0         7         1         4         7         
Vardas7809            Pavarde7809           9         6         10        2         5         2         
Vardas7810            Pavarde7810           0         9         10        3         2         1         
Vardas7811            Pavarde7811           3         1         8         10        3         4         
Vardas7812            Pavarde7812           1         10        0         0         8         9         
Vardas7813            Pavarde7813           3         10        8         4         4         2         
Vardas7814            Pavarde7814           1         10        8         2         5         1         
Vardas7815            Pavarde7815           3         4         1         1         6         3         
Vardas7816            Pavarde7816           8         0         8         8         0         9         
Vardas7817            Pavarde7817           3         8         1         8         5         9         
Vardas7818            Pavarde7818           10        6         5         10        2         5         
Vardas7819            Pavarde7819           0         6         9         8         7         2         
Vardas7820            Pavarde7820           5         7         9         9         10        10        
Vardas7821            Pavarde7821           7         0         8         4         1         0         
Vardas7822            Pavarde7822           2         9         7         6         2         6         
Vardas7823            Pavarde7823           0         7         10        8         5         4         
Vardas7824            Pavarde7824           9         1         4         5         4         5         
Vardas7825            Pavarde7825           3         6         8         8         0         9         
Vardas7826            Pavarde7826           0         0         2         5         4         6         
Vardas7827            Pavarde7827           0         9         3         9         1         4         
Vardas7828            Pavarde7828           7         3         8         2         3         9         
Vardas7829            Pavarde7829           3         4         3         5         5         0         
Vardas7830            Pavarde7830           5         8         2         2         2         2         
Vardas7831            Pavarde7831           2         3         4         3         10        1         
Vardas7832            Pavarde7832           1         0         8         5         7         6         
Vardas7833            Pavarde7833           7         9         2         7         1         4         
Vardas7834            Pavarde7834           0         7         3         5         0         3         
Vardas7835            Pavarde7835           1         10        3         10        3         9         
Vardas7836            Pavarde7836           1         9         10        7         3         2         
Vardas7837            Pavarde7837           10        1         6         3         10        9         
Vardas7838            Pavarde7838           8         6         5         0         8         4         
Vardas7839            Pavarde7839           6         6         5         4         5         2         
Vardas7840            Pavarde7840           9         6         6         8         6         7         
Vardas7841            Pavarde7841           1         6         3         4         6         2         
Vardas7842            Pavarde7842           6         9         3         6         9         7         
Vardas7843            Pavarde7843           2         1         10        10        4         8         
Vardas7844            Pavarde7844           8         3         6         10        10        7         
Vardas7845            Pavarde7845           7         3         2         2         10        5         
Vardas7846            Pavarde7846           3         3         10        4         6         8         
Vardas7847            Pavarde7847           7         0         1         6         3         9         
Vardas7848            Pavarde7848           8         4         3         6         3         0         
Vardas7849            Pavarde7849           0         7         9         0         8         1         
Vardas7850            Pavarde7850           7         7         9         9         7         9         
Vardas7851            Pavarde7851           4         3         5         2         3         10        
Vardas7852            Pavarde7852           5         2         10        8         5         4         
Vardas7853            Pavarde7853           0         8         7         10        9         7         
Vardas7854            Pavarde7854           7         7         2         1         0         3         
Vardas7855            Pavarde7855           10        10        8         0         0         0         
Vardas7856            Pavarde7856           3         4         5         6         0         10        
Vardas7857            Pavarde7857           9         10        6         7         2         8         
Vardas7858            Pavarde7858           10        5         1         0         0         5         
Vardas7859            Pavarde7859           2         2         10        2         8         1         
Vardas7860            Pavarde7860           6         8         9         6         10        10        
Vardas7861            Pavarde7861           6         6         3         6         7         10        
Vardas7862            Pavarde7862           8         8         3         2         10        9         
Vardas7863            Pavarde7863           3         3         1         9         9         9         
Vardas7864            Pavarde7864           3         3         10        10        7         6         
Vardas7865            Pavarde7865           10        6         4         0         5         10        
Vardas7866            Pavarde7866           1         10        6         9         5         1         
Vardas7867            Pavarde7867           5         2         0         8         3         10        
Vardas7868            Pavarde7868           0         1         2         1         10        8         
Vardas7869            Pavarde7869           9         5         2         6         4         4         
Vardas7870            Pavarde7870           5         1         4         8         5         7         
Vardas7871            Pavarde7871           8         0         7         1         6         10        
Vardas7872            Pavarde7872           8         8         5         1         4         7         
Vardas7873            Pavarde7873           0         4         4         3         10        10        
Vardas7874            Pavarde7874           5         10        7         4         1         5         
Vardas7875            Pavarde7875           8         7         7         4         8         10        
Vardas7876            Pavarde7876           1         1         8         10        2         8         
Vardas7877            Pavarde7877           9         10        6         1         6         4         
Vardas7878            Pavarde7878           1         4         1         1         3         8         
Vardas7879            Pavarde7879           7         10        6         9         2         4         
Vardas7880            Pavarde7880           4         3         2         5         2         10        
Vardas7881            Pavarde7881           10        0         1         2         9         2         
Vardas7882            Pavarde7882           8         2         0         2         7         9         
Vardas7883            Pavarde7883           4         1         2         4         10        0         
Vardas7884            Pavarde7884           0         0         7         3         8         10        
Vardas7885            Pavarde7885           3         3         0         10        3         6         
Vardas7886            Pavarde7886           3         3         7         9         7         0         
Vardas7887            Pavarde7887           1         4         7         7         7         3         
Vardas7888            Pavarde7888           10        6         1         3         7         6         
Vardas7889            Pavarde7889           3         1         5         4         3         7         
Vardas7890            Pavarde7890           8         5         10        6         2         8         
Vardas7891            Pavarde7891           5         3         9         6         0         4         
Vardas7892            Pavarde7892           0         3         1         3         7         0         
Vardas7893            Pavarde7893           9         0         10        9         6         5         
Vardas7894            Pavarde7894           2         4         10        4         6         8         
Vardas7895            Pavarde7895           9         6         9         2         10        3         
Vardas7896            Pavarde7896           4         5         2         5         4         5         
Vardas7897            Pavarde7897           10        1         1         5         2         1         
Vardas7898            Pavarde7898           7         10        9         3         3         2         
Vardas7899            Pavarde7899           1         2         4         9         8         5         
Vardas7900            Pavarde7900           10        0         9         10        3         2         
Vardas7901            Pavarde7901           6         4         7         3         3         1         
Vardas7902            Pavarde7902           6         2         7         6         10        8         
Vardas7903            Pavarde7903           10        0         2         10        1         6         
Vardas7904            Pavarde7904           1         2         8         5         10        1         
Vardas7905            Pavarde7905           6         10        2         10        1         1         
Vardas7906            Pavarde7906           0         10        0         4         2         3         
Vardas7907            Pavarde7907           4         3         7         3         4         3         
Vardas7908            Pavarde7908           0         6         1         7         10        6         
Vardas7909            Pavarde7909           2         0         8         2         9         0         
Vardas7910            Pavarde7910           9         0         7         7         6         7         
Vardas7911            Pavarde7911           2         3         10        7         9         5         
Vardas7912            Pavarde7912           6         4         4         4         1         7         
Vardas7913            Pavarde7913           7         6         2         4         5         7         
